申请时间,用户ID,认证年,认证月,认证日,身份证是否存在,是否认证,是否电话认证,认证间隔时间,银行卡数量,储蓄卡比例,信用卡比例,性别,年龄,订单总额,均值,标准差,预留不同电话数量,贷款次数
2017/4/3 12:45,A613890794279933618,2017,7,30,0,1,0,-118.0,2,1.0,0.0,1,53,54113.85,353.685294,828.977329,4,4
2017/4/12 21:37,A279130910235368619,2014,12,14,1,1,0,850.0,6,0.66666666,0.33333333,1,64,21469.02,357.817,766.817223,4,1
2017/3/12 0:27,A719999147850014356,2016,12,23,0,1,0,79.0,2,1.0,0.0,1,64,13856.12,314.911818,688.869745,4,4
2017/4/27 16:53,A777199137013151774,2016,7,31,1,1,1,270.0,1,1.0,0.0,1,36,7272.0,909.0,978.423075,3,2
2017/3/16 19:13,A277578031142994355,2016,6,17,1,1,1,272.0,2,0.5,0.5,1,39,2519.0,419.833333,541.119734,2,1
2016/10/2 15:07,A836862022867729232,2016,9,24,1,1,0,8.0,3,0.66666666,0.33333333,1,29,13645.8,758.1,833.883002,3,4
2017/4/25 21:38,A813137264528432558,2016,5,26,1,1,1,334.0,5,0.71428571,0.28571428,0,42,6027.2,231.815384,453.792683,3,1
2017/3/28 18:15,A903660024733769323,2016,11,5,1,1,1,143.0,4,0.5,0.5,0,26,8348.45,642.188461,1466.81813,4,4
2017/3/13 12:34,A376341874844863899,2017,8,5,0,1,1,-145.0,7,0.25,0.75,1,30,12518.2,658.852631,1778.59402,3,4
2017/3/15 14:37,A619787198000662087,2016,12,22,1,1,1,83.0,1,1.0,0.0,0,51,19719.9,616.246875,1317.08561,2,2
2017/3/4 16:07,A148082006164523962,2015,6,11,0,1,1,632.0,3,0.66666666,0.33333333,1,50,43346.73,380.234473,678.793235,1,5
2017/4/12 20:34,A141228091541065359,2016,3,5,0,1,1,403.0,2,0.5,0.5,1,48,12267.36,454.346666,493.141044,1,5
2017/3/5 0:10,A697879477166891699,2017,8,15,1,1,0,-163.0,3,0.25,0.75,1,62,30810.43,358.260814,998.682736,5,4
2017/2/6 13:52,A826232313885087848,2016,10,7,1,1,0,122.0,1,1.0,0.0,1,44,94.0,47.0,0.0,1,2
2017/4/1 14:36,A510038313607903915,2017,8,9,1,1,0,-130.0,3,0.8,0.2,1,25,21316.14,224.380421,486.295776,2,1
2016/12/13 15:28,A184252239448643630,2016,11,28,0,1,0,15.0,1,0.0,1.0,1,52,608.9,86.9857142,58.6250921,5,2
2017/3/19 1:54,A150120152629983167,2017,7,8,1,1,1,-111.0,3,0.33333333,0.66666666,1,36,5464.5,303.583333,324.338725,5,4
2017/3/5 14:40,A475737096326266253,2016,6,30,0,1,1,248.0,2,1.0,0.0,0,31,21917.6,644.635294,1318.22669,2,1
2017/3/7 22:17,A472358206207282135,2016,7,30,0,1,0,220.0,2,0.5,0.5,1,49,228.5,114.25,21.5667568,4,5
2017/2/28 19:12,A704757450997150583,2017,5,24,1,1,0,-85.0,3,0.33333333,0.66666666,1,45,11842.45,740.153125,1840.01187,1,5
2017/2/22 14:05,A546094302712339896,2017,1,31,0,1,0,22.0,1,1.0,0.0,1,64,1370.6,274.12,462.626817,3,5
2016/11/14 7:15,A333688228731244816,2016,9,8,0,1,0,67.0,2,1.0,0.0,1,47,5615.92,701.99,728.988334,1,2
2017/3/18 11:54,A993302971254669187,2016,8,26,0,1,1,204.0,4,1.0,0.0,0,41,10005.88,322.770322,620.426562,1,1
2016/4/29 1:14,A921969746078180924,2015,4,14,1,1,1,381.0,1,0.0,1.0,1,64,1862.8,372.56,634.755912,4,3
2017/3/28 18:15,A128596893684573878,2016,11,5,1,1,1,143.0,4,0.5,0.5,1,44,8348.45,642.188461,1466.81813,5,4
2017/3/12 11:23,A501807671487770789,2017,1,11,0,1,1,60.0,1,1.0,0.0,1,41,11187.0,5593.5,1704.83444,4,4
2017/3/9 10:35,A474163153466130362,2017,4,14,0,1,0,-36.0,3,0.5,0.5,1,50,1029.5,102.95,136.199104,3,4
2017/4/9 15:42,A253674101891496140,2016,7,5,1,1,0,278.0,2,1.0,0.0,1,38,21277.35,250.321764,547.164891,4,3
2017/3/5 19:03,A646231197932204482,2016,3,28,1,1,0,342.0,3,0.66666666,0.33333333,0,39,25970.71,291.80573,535.729497,4,2
2017/4/9 17:25,A126341550080601668,2016,4,26,1,1,1,348.0,3,0.75,0.25,0,58,16972.45,257.158333,885.266413,2,1
2016/4/12 12:58,A297644535758337554,2016,1,19,1,1,0,84.0,1,1.0,0.0,0,25,10313.9,736.707142,533.608774,2,4
2016/4/1 15:14,A873644261244547842,2016,6,3,0,1,1,-63.0,2,0.0,1.0,0,54,3351.8,335.18,303.360016,4,1
2017/4/6 15:07,A575522585734336126,2016,9,6,1,1,0,212.0,1,1.0,0.0,0,32,14518.0,468.32258,1083.71535,3,1
2017/4/22 16:15,A419946945946572072,2015,12,30,0,1,1,479.0,2,0.0,1.0,1,25,1761.95,251.707142,364.036023,1,2
2017/3/9 18:36,A250211806217226796,2017,8,10,0,1,1,-154.0,3,0.33333333,0.66666666,0,55,11965.29,213.665892,669.894224,4,3
2016/10/9 20:42,A564948112971523964,2016,8,20,1,1,1,50.0,1,1.0,0.0,0,61,114.9,57.45,16.3341666,5,2
2017/3/4 13:55,A949458223077311006,2017,8,1,1,1,1,-150.0,5,0.5,0.5,1,41,12004.71,222.309444,489.081252,5,4
2017/4/5 21:57,A820125824229937086,2017,4,8,0,1,1,-3.0,1,1.0,0.0,0,54,2011.0,201.1,145.822152,1,2
2017/3/28 2:21,A376097482303005510,2016,3,19,0,1,0,374.0,3,0.75,0.25,1,58,109461.38,1013.53129,1868.83746,3,1
2016/11/24 14:24,A170525920288739934,2015,5,18,0,1,1,556.0,5,0.33333333,0.66666666,0,43,19925.14,141.313049,287.52814,3,1
2017/3/15 10:55,A910860741619250151,2016,10,18,1,1,1,148.0,2,0.5,0.5,0,28,2002.34,143.024285,88.8055224,5,5
2017/1/17 23:57,A920131708677971103,2015,6,18,1,1,1,579.0,2,0.33333333,0.66666666,1,30,2698.0,899.333333,1134.76003,5,2
2017/1/11 5:19,A849185566835835880,2017,2,12,1,1,1,-32.0,2,0.66666666,0.33333333,0,31,2316.15,110.292857,66.8405909,3,2
2017/3/4 16:38,A525019239190237779,2016,11,21,0,1,0,103.0,4,0.75,0.25,0,65,493.8,70.5428571,93.0246895,1,2
2017/3/18 21:17,A404989303210664624,2016,6,20,1,1,1,271.0,1,1.0,0.0,1,26,4519.35,132.922058,80.3684434,3,2
2017/4/8 11:50,A838744172049311713,2016,11,5,1,1,1,154.0,1,1.0,0.0,0,46,929.58,61.972,41.1051505,1,5
2017/2/25 10:58,A269032467303251415,2017,1,18,0,1,1,38.0,1,1.0,0.0,0,61,1838.3,102.127777,93.0475451,4,5
2016/8/11 13:55,A268451903519805920,2016,8,16,1,1,0,-5.0,1,1.0,0.0,1,45,567.0,189.0,34.6410161,2,1
2016/5/17 10:55,A140056186948037239,2015,7,21,0,1,1,301.0,2,1.0,0.0,0,31,112.9,37.6333333,24.1475326,5,4
2017/3/28 16:19,A789364476914454144,2016,12,5,1,1,1,113.0,2,1.0,0.0,0,51,4152.81,244.282941,537.742049,3,4
2016/12/11 17:20,A386737823961203225,2016,1,12,1,1,0,334.0,2,0.33333333,0.66666666,0,59,27227.45,264.344174,664.127871,1,2
2017/3/10 10:40,A675043234983080128,2017,6,15,0,1,0,-97.0,5,0.33333333,0.66666666,1,43,3587.0,1793.5,2396.38488,1,2
2017/2/17 13:44,A192145517205886951,2016,5,22,0,1,0,271.0,4,0.5,0.5,0,55,33140.5,138.663179,342.70563,4,3
2017/3/17 15:38,A681027796268617695,2016,8,5,1,1,0,224.0,3,1.0,0.0,1,65,5600.4,1120.08,1226.59212,3,3
2017/3/5 9:40,A689380351194646486,2015,9,13,1,1,1,539.0,4,0.4,0.6,0,41,100387.36,288.469425,839.939277,4,4
2017/3/6 22:57,A545408014486863413,2017,4,6,0,1,1,-31.0,1,1.0,0.0,0,55,647.9,107.983333,79.2165996,5,1
2017/3/4 18:00,A583665092681334569,2016,12,19,1,1,0,75.0,1,1.0,0.0,1,32,6417.94,3208.97,4495.82734,2,5
2017/4/4 21:19,A738330874644888268,2017,7,11,0,1,0,-98.0,2,0.66666666,0.33333333,0,65,12178.08,158.156883,331.019302,5,4
2016/12/18 14:43,A303884179411578950,2016,4,7,1,1,1,255.0,6,0.0,1.0,1,30,30016.1,205.589726,224.296631,2,5
2017/4/8 18:21,A288616748923297278,2017,6,19,1,1,1,-72.0,2,0.66666666,0.33333333,1,61,10714.5,3571.5,3088.46762,5,2
2017/4/18 15:42,A756102371513871752,2016,1,11,0,1,1,463.0,2,0.66666666,0.33333333,0,31,29431.4,949.4,2283.69184,2,1
2017/2/28 20:23,A880890523942844303,2017,7,31,1,1,1,-153.0,1,1.0,0.0,1,60,11311.5,240.670212,649.859008,4,4
2017/3/7 1:31,A519784607949593215,2017,5,15,1,1,0,-69.0,1,1.0,0.0,0,36,8576.0,4288.0,0.0,4,4
2017/3/30 12:45,A564420730168506178,2016,1,30,1,1,1,425.0,2,0.5,0.5,1,61,14535.9,3633.975,2439.44931,3,1
2017/3/4 19:19,A656834448947365693,2016,10,30,1,1,0,125.0,6,0.33333333,0.66666666,1,46,3354.7,197.335294,428.815662,1,5
2017/3/13 16:04,A627857549416186296,2015,6,25,0,1,1,627.0,1,1.0,0.0,0,61,35222.1,1006.34571,2109.44189,5,1
2017/3/8 2:39,A794732347238750722,2016,11,1,0,1,1,127.0,2,1.0,0.0,1,59,20185.4,1682.11666,2788.37496,1,4
2016/12/1 20:03,A820760873139361232,2017,7,25,1,1,0,-236.0,1,1.0,0.0,0,49,9447.66,410.767826,828.45355,5,2
2017/4/6 20:14,A767190275077140660,2015,5,7,1,1,0,700.0,4,0.6,0.4,1,30,34321.26,1492.22869,2274.28454,3,1
2017/3/6 10:45,A781360628491093696,2016,1,15,1,1,1,416.0,4,0.75,0.25,0,63,467.0,233.5,234.052344,2,4
2017/3/5 21:07,A664833565087259648,2016,6,18,0,1,1,260.0,2,0.5,0.5,0,32,27173.15,2264.42916,1978.60998,3,1
2017/2/23 21:45,A859276686257822079,2017,6,9,0,1,1,-106.0,2,1.0,0.0,0,32,13916.8,1739.6,2000.63651,5,3
2016/11/27 9:20,A262592981916685381,2017,6,10,1,1,0,-195.0,2,0.5,0.5,0,62,109438.27,461.764852,895.109573,2,5
2017/3/29 9:31,A877765763883461066,2015,9,15,0,1,0,561.0,2,1.0,0.0,1,57,4720.75,1573.58333,2113.81474,5,5
2017/3/18 14:15,A805762856999384357,2016,7,22,0,1,0,239.0,3,0.25,0.75,1,61,2695.4,898.466666,1463.59256,4,4
2017/3/2 16:09,A107033151187735820,2016,8,21,0,1,0,193.0,1,1.0,0.0,0,58,16689.48,3337.896,3372.61917,3,5
2017/3/30 16:45,A812875349170001053,2016,9,4,1,1,0,207.0,3,0.66666666,0.33333333,0,36,6443.2,169.557894,486.691398,5,5
2017/3/21 9:31,A148828612949842650,2017,3,6,1,1,1,15.0,1,1.0,0.0,0,57,173.8,57.9333333,37.1296826,2,5
2017/3/18 18:55,A102416013389066685,2016,11,23,0,1,0,115.0,1,1.0,0.0,0,54,318.0,79.5,16.9016764,4,4
2017/1/3 8:36,A583935036896889395,2016,8,11,0,1,1,145.0,1,0.0,1.0,0,40,3441.0,688.2,517.115267,2,5
2017/3/7 10:06,A996234045659157767,2016,4,30,1,1,0,311.0,2,1.0,0.0,0,26,505.4,101.08,72.7882682,2,3
2017/3/21 2:04,A584876626756745394,2016,12,12,0,1,1,99.0,1,1.0,0.0,1,61,5347.95,1069.59,2236.50302,1,1
2017/4/14 21:06,A415559233175109271,2015,4,10,0,1,1,735.0,1,1.0,0.0,0,57,18899.9,3779.98,3779.76289,1,1
2016/6/25 4:54,A475273401975223507,2015,6,6,1,1,1,385.0,4,0.5,0.5,1,29,51918.88,343.833642,1071.96133,5,4
2017/3/12 2:48,A377374378432240507,2016,12,20,0,1,1,82.0,2,0.5,0.5,1,57,5896.95,173.439705,467.599412,3,4
2017/4/1 11:16,A878829218810367057,2017,3,18,0,1,1,14.0,1,1.0,0.0,0,64,236.0,118.0,28.2842712,5,1
2016/4/28 9:54,A310112346028150820,2017,7,12,1,1,0,-440.0,4,0.4,0.6,1,47,2462.7,63.1461538,47.1537119,1,4
2017/3/26 9:10,A927699980873915002,2017,6,1,1,1,1,-67.0,4,0.71428571,0.28571428,0,39,21379.59,199.809252,465.858975,5,4
2017/3/8 20:29,A415549070343226887,2016,7,25,0,1,0,226.0,4,0.25,0.75,0,33,18654.7,601.764516,1022.63665,3,3
2016/12/9 8:05,A387336914081702621,2016,6,19,1,1,1,173.0,1,1.0,0.0,0,53,517.0,258.5,198.697005,1,1
2017/4/6 13:44,A616394568273716496,2016,10,19,0,1,0,169.0,1,1.0,0.0,1,47,6544.85,654.485,1038.36114,1,5
2017/4/15 18:30,A425431345921634637,2016,11,1,1,1,1,165.0,2,0.66666666,0.33333333,1,47,895.06,74.5883333,90.266507,2,1
2017/3/4 15:09,A445903994560385901,2016,11,25,0,1,0,99.0,2,0.5,0.5,1,39,467.4,116.85,79.6293287,5,5
2017/3/6 18:49,A397105164356848004,2016,9,10,0,1,0,177.0,2,1.0,0.0,0,30,9516.1,559.770588,741.003463,3,2
2017/3/14 21:29,A936945281953249007,2016,12,16,1,1,0,88.0,1,1.0,0.0,0,55,2446.0,349.428571,640.626479,2,3
2017/3/7 13:00,A549601629635889583,2016,9,27,1,1,1,161.0,1,1.0,0.0,0,43,16508.42,393.057619,904.404467,2,2
2017/4/1 1:55,A174787179043967256,2017,8,30,0,1,0,-151.0,1,1.0,0.0,0,62,2353.0,1176.5,31.8198051,1,1
2017/4/8 22:36,A792639234543409145,2016,12,5,1,1,1,124.0,1,1.0,0.0,0,25,311.0,62.2,32.5306009,3,4
2016/12/9 21:53,A364111538627181553,2016,4,1,0,1,1,252.0,2,1.0,0.0,0,59,23178.97,321.930138,1001.19144,1,4
2017/1/15 0:20,A433487814209700500,2017,1,8,0,1,0,7.0,1,1.0,0.0,1,59,1431.9,89.49375,57.2588912,5,3
2017/3/12 14:33,A134631868821056828,2017,9,20,0,1,1,-192.0,2,1.0,0.0,0,42,1548.0,387.0,343.282196,1,1
2017/3/22 17:29,A328470896086622397,2017,8,2,1,1,0,-133.0,1,1.0,0.0,1,42,6568.9,729.877777,668.187368,3,1
2016/12/17 19:22,A381143352263766824,2016,12,9,1,1,1,8.0,1,1.0,0.0,1,47,359.0,179.5,113.844191,5,1
2016/12/17 23:07,A115171195589836822,2015,11,27,1,1,1,386.0,6,0.71428571,0.28571428,0,40,54459.15,412.569318,995.226764,1,1
2017/3/22 17:00,A844668635856183348,2014,10,12,1,1,1,892.0,3,0.66666666,0.33333333,0,31,33896.41,206.685426,354.969945,2,2
2017/2/20 2:09,A940115697007139156,2016,11,30,1,1,0,82.0,3,0.66666666,0.33333333,0,43,11106.9,277.6725,724.910251,5,3
2017/3/28 20:19,A619704869993904507,2016,8,29,0,1,1,211.0,1,1.0,0.0,1,62,10407.6,325.2375,689.012991,5,4
2017/2/22 12:30,A846057166944062690,2017,7,19,0,1,0,-147.0,2,1.0,0.0,0,42,4965.1,225.686363,380.253747,5,3
2017/3/4 21:28,A699173613159362377,2017,2,23,0,1,0,9.0,1,1.0,0.0,0,52,164.0,82.0,0.0,2,3
2017/4/8 22:36,A942996891441233946,2016,12,5,0,1,0,124.0,1,1.0,0.0,1,45,311.0,62.2,32.5306009,3,5
2017/3/12 23:13,A326861975302302244,2016,12,23,1,1,0,79.0,1,1.0,0.0,1,39,3641.22,191.643157,138.047344,4,1
2017/3/18 17:02,A407064723074877771,2017,9,27,1,1,0,-193.0,2,0.5,0.5,1,54,6246.6,520.55,1410.4349,2,2
2017/4/9 12:54,A192796973316227821,2017,7,16,0,1,0,-98.0,1,1.0,0.0,0,46,393.8,98.45,86.2114261,1,1
2017/4/1 19:16,A497991543606326823,2017,8,15,0,1,1,-136.0,3,1.0,0.0,1,39,46621.92,431.684444,1007.56415,5,2
2017/2/13 11:33,A630952247108564522,2016,9,25,0,1,0,141.0,1,1.0,0.0,1,32,1262.0,140.222222,50.2886114,1,3
2017/3/8 13:49,A499409179593711300,2017,8,14,1,1,0,-159.0,3,1.0,0.0,1,29,21914.17,755.661034,1889.95534,4,2
2017/3/8 19:36,A146294262887218703,2015,7,25,1,1,1,592.0,5,0.42857142,0.57142857,1,31,14393.2,1599.24444,2209.64943,3,5
2017/3/4 22:02,A114759892216525273,2016,2,1,0,1,0,397.0,3,0.0,1.0,0,34,42775.2,2673.45,2747.43453,3,1
2016/10/30 14:22,A289513539306162703,2015,10,10,0,1,0,386.0,3,0.33333333,0.66666666,0,38,33552.98,236.288591,514.129649,2,5
2017/3/5 13:44,A381441348860504089,2017,7,9,0,1,0,-126.0,3,1.0,0.0,1,32,30991.02,2817.36545,3153.43757,3,3
2017/3/17 15:21,A411058370260405588,2017,2,3,1,1,0,42.0,1,1.0,0.0,1,47,6059.84,275.447272,900.563673,2,2
2017/2/8 12:36,A521507602711174722,2015,3,1,1,1,0,710.0,3,0.33333333,0.66666666,0,27,2034.9,184.990909,218.86899,2,5
2016/6/30 14:00,A441793627751415163,2016,3,8,0,1,0,114.0,3,0.33333333,0.66666666,1,26,5535.45,230.64375,654.147645,2,5
2016/9/7 14:51,A639966328340437907,2014,12,14,1,1,0,633.0,1,1.0,0.0,1,32,8858.0,984.222222,1676.44496,2,2
2016/7/26 19:33,A759298713364960485,2016,6,13,1,1,0,43.0,4,0.5,0.5,0,27,851.8,283.933333,181.980804,5,1
2017/4/17 18:14,A976670833022056658,2016,8,17,1,1,0,243.0,2,1.0,0.0,1,26,10600.35,107.074242,136.330811,5,3
2016/5/5 18:35,A738098388985229373,2015,10,14,0,1,0,204.0,3,1.0,0.0,1,31,32036.12,242.697878,695.47648,4,1
2017/4/23 18:26,A397302886845556717,2017,5,31,0,1,0,-38.0,4,0.5,0.5,0,50,17502.17,157.677207,319.631393,5,2
2017/3/16 21:16,A116983364364656214,2016,8,31,0,1,1,197.0,1,1.0,0.0,0,25,6864.0,858.0,1370.69773,5,5
2017/1/18 8:32,A539708738914589927,2016,6,6,0,1,1,226.0,3,0.25,0.75,0,52,3431.8,381.311111,411.83271,1,5
2017/3/11 15:43,A820043218188807464,2017,6,22,1,1,1,-103.0,5,0.33333333,0.66666666,1,31,26846.3,559.297916,1528.25992,5,2
2017/3/10 20:29,A996544590507046344,2016,3,30,0,1,0,345.0,3,0.75,0.25,1,58,1098.9,99.9,61.7686813,4,5
2017/3/4 13:48,A321017466021307524,2016,6,24,0,1,0,253.0,1,0.5,0.5,1,60,9995.0,2498.75,0.5,3,2
2017/4/18 16:14,A854607514607140418,2017,7,16,0,1,0,-89.0,2,1.0,0.0,0,34,14617.79,324.839777,582.342276,1,1
2017/2/18 14:29,A562509287710481168,2015,7,22,0,1,0,577.0,7,0.33333333,0.66666666,0,63,56740.99,915.177258,1936.37448,3,3
2017/3/4 4:34,A840145230678803233,2017,6,9,1,1,0,-97.0,3,0.66666666,0.33333333,0,39,19604.8,2178.31111,1774.74362,2,2
2017/3/21 19:01,A922923048483979533,2017,1,24,0,1,1,56.0,1,1.0,0.0,1,49,45.4,15.1333333,24.4796514,1,4
2016/4/28 18:18,A445646128784329976,2016,11,10,0,1,1,-196.0,1,1.0,0.0,0,35,7241.0,452.5625,1057.33666,1,3
2017/4/9 13:04,A775220721048343153,2017,9,2,1,1,1,-146.0,3,0.2,0.8,1,46,3656.8,243.786666,135.566783,4,4
2017/3/6 22:48,A676520834840595362,2015,3,31,1,1,1,706.0,4,0.75,0.25,0,31,18981.7,790.904166,1577.47294,4,1
2017/3/7 1:13,A584202321641759976,2016,4,6,1,1,1,335.0,1,1.0,0.0,0,35,6404.6,426.973333,867.006742,1,3
2017/4/26 4:53,A637495706967562328,2017,2,16,1,1,0,69.0,1,0.5,0.5,1,51,6405.33,355.851666,983.825565,4,3
2017/2/6 19:04,A847210444590763946,2015,11,11,0,1,1,453.0,1,1.0,0.0,1,53,276.84,69.21,42.3135801,5,5
2017/3/4 20:21,A396437515293549291,2016,10,6,0,1,0,149.0,3,0.5,0.5,0,59,14189.05,163.092528,788.984685,1,4
2017/4/21 16:26,A779624438077957779,2017,5,26,0,1,0,-35.0,1,1.0,0.0,0,52,1630.9,203.8625,382.619852,3,1
2017/3/23 23:04,A193060188700536603,2017,8,1,0,1,0,-131.0,5,0.42857142,0.57142857,0,51,24686.51,329.153466,912.778131,4,1
2016/4/21 16:11,A260485585606656358,2016,5,14,0,1,1,-23.0,1,1.0,0.0,1,30,888.9,444.45,502.68221,4,4
2017/3/7 15:59,A260543690366800789,2016,11,11,1,1,0,116.0,2,0.5,0.5,1,62,25881.63,431.3605,998.581442,5,3
2016/5/22 13:31,A824432421473858940,2017,8,3,0,1,1,-438.0,3,0.66666666,0.33333333,0,62,4504.0,1501.33333,54.5374489,5,2
2017/2/18 18:56,A817569609506310910,2016,12,2,1,1,1,78.0,2,1.0,0.0,1,56,336.0,168.0,236.173664,5,1
2017/3/4 14:57,A691006297993198084,2015,9,24,1,1,0,527.0,1,0.0,1.0,1,59,22479.0,1605.64285,1962.88451,1,4
2017/4/5 8:48,A194390384041385719,2016,12,29,0,1,1,97.0,1,0.5,0.5,0,41,13815.2,657.866666,1563.72461,1,4
2017/3/13 15:27,A329219769334301350,2017,4,10,1,1,0,-28.0,2,1.0,0.0,0,57,769.42,192.355,62.3740124,2,1
2017/3/25 6:17,A337849901012856125,2017,9,14,0,1,0,-173.0,2,1.0,0.0,1,57,61.44,30.72,17.0836998,4,4
2016/11/25 4:56,A918476515436327202,2016,6,10,0,1,1,168.0,2,0.5,0.5,1,34,20079.0,3346.5,1829.32706,1,1
2017/4/20 19:11,A500348478416360313,2016,12,26,0,1,0,115.0,2,1.0,0.0,0,47,302.0,60.4,21.2202733,5,4
2016/5/21 14:01,A682160946506281092,2014,6,5,0,1,0,716.0,6,0.25,0.75,0,39,106021.61,467.05555,1198.37709,5,5
2016/4/29 1:14,A446224593554205695,2015,4,14,1,1,0,381.0,1,0.0,1.0,1,38,1862.8,372.56,634.755912,4,1
2016/8/27 20:23,A849652307472329596,2015,3,8,1,1,1,538.0,3,0.6,0.4,0,35,34957.67,277.441825,760.877975,3,4
2016/12/18 6:18,A654037267455625441,2016,6,4,1,1,0,197.0,6,0.28571428,0.71428571,1,49,7192.2,248.006896,1030.4386,5,1
2017/4/20 21:19,A813948275992335163,2017,5,19,1,1,1,-29.0,1,1.0,0.0,0,52,10539.52,878.293333,2021.7012,2,2
2017/3/4 20:17,A714094938516664153,2017,8,12,0,1,1,-161.0,4,0.83333333,0.16666666,0,36,37811.98,804.510212,1312.43187,2,3
2017/4/21 15:01,A409320625803797665,2016,12,21,1,1,0,121.0,1,1.0,0.0,0,36,298.5,59.7,24.481013,4,1
2017/3/6 13:48,A726940350617148508,2016,4,17,0,1,0,323.0,2,0.5,0.5,0,65,14842.4,530.085714,942.807944,3,4
2017/3/4 18:33,A812119527640807074,2017,9,16,0,1,1,-196.0,2,0.5,0.5,1,61,533.0,106.6,29.7203633,5,1
2017/3/5 11:55,A383195508247927739,2017,2,24,0,1,0,9.0,1,1.0,0.0,0,36,9544.4,2386.1,4536.39557,3,1
2017/3/5 2:40,A373975139585108116,2017,7,17,1,1,1,-134.0,4,0.5,0.5,0,31,14493.2,381.4,413.810258,3,1
2017/3/1 20:55,A796711650240184317,2017,2,6,1,1,0,23.0,2,1.0,0.0,1,40,8080.9,1010.1125,1652.53506,4,5
2017/4/14 11:59,A912969115099578361,2015,12,19,1,1,1,482.0,4,0.75,0.25,1,26,259.0,64.75,33.5099487,1,1
2017/4/25 21:38,A446499516283967047,2016,5,26,1,1,0,334.0,5,0.71428571,0.28571428,1,59,6027.2,231.815384,453.792683,5,5
2017/3/4 13:59,A162840384933917025,2016,5,20,0,1,1,288.0,2,1.0,0.0,0,59,42176.44,669.467301,1862.32552,2,1
2017/4/27 18:39,A753121826123689230,2015,1,9,0,1,1,839.0,5,0.55555555,0.44444444,1,26,23830.87,162.114761,266.284715,2,5
2016/12/18 12:55,A292079490132233750,2017,2,11,0,1,0,-55.0,2,0.5,0.5,0,61,507.7,46.1545454,41.8256706,2,4
2017/3/18 0:12,A205443086697423489,2017,6,29,1,1,1,-103.0,1,1.0,0.0,0,28,1905.5,635.166666,132.790561,4,3
2017/3/6 5:42,A412091799638174064,2016,2,20,1,1,0,380.0,4,0.5,0.5,1,52,22170.5,280.63924,660.041672,5,3
2017/3/13 16:26,A202179043235995917,2015,12,7,0,1,1,462.0,3,0.33333333,0.66666666,0,47,26532.0,4422.0,5305.18667,2,5
2017/3/7 0:15,A748286566879861599,2017,9,17,1,1,0,-194.0,1,1.0,0.0,1,45,7613.0,1268.83333,1195.82614,5,4
2016/9/16 11:32,A587107874381868320,2016,6,28,1,1,0,80.0,2,1.0,0.0,0,44,214.8,42.96,37.6484793,4,1
2017/3/7 9:42,A272538020967307844,2016,6,12,1,1,1,268.0,3,0.66666666,0.33333333,0,30,12061.39,482.4556,1188.41119,5,5
2017/4/27 12:12,A327141422153144483,2016,12,12,1,1,1,136.0,1,1.0,0.0,1,63,3851.0,962.75,1750.82446,2,5
2017/3/7 11:39,A453632182952968898,2017,6,19,0,1,1,-104.0,3,1.0,0.0,0,61,13097.24,818.5775,1105.93652,3,4
2017/3/14 0:23,A715506911025630499,2017,3,16,1,1,0,-2.0,4,0.2,0.8,1,29,9352.8,519.6,681.118515,5,1
2017/3/12 0:32,A802811643597045602,2016,11,10,0,1,0,122.0,4,0.8,0.2,1,55,24357.6,1059.02608,1720.58474,5,1
2017/4/12 22:54,A239623496707498023,2016,8,18,1,1,1,237.0,6,0.33333333,0.66666666,1,50,36684.55,293.4764,694.791915,3,4
2016/5/27 9:58,A237619040289527127,2016,11,10,1,1,1,-167.0,1,1.0,0.0,1,58,665.0,221.666666,327.710746,2,5
2017/4/18 22:08,A718422786331588509,2017,3,2,0,1,0,47.0,1,1.0,0.0,1,48,1684.96,168.496,203.453074,4,1
2017/2/23 8:26,A908744608031686538,2017,4,9,0,1,1,-45.0,1,1.0,0.0,0,44,164.7,54.9,9.53467356,5,3
2017/3/6 20:04,A123667748813712757,2016,11,7,0,1,0,119.0,3,1.0,0.0,1,64,3980.4,1326.8,2275.65699,4,1
2017/3/14 21:29,A714764488498275023,2016,12,16,0,1,0,88.0,1,1.0,0.0,1,61,2446.0,349.428571,640.626479,2,2
2017/3/25 0:58,A382132533737201214,2017,3,9,0,1,0,16.0,2,0.5,0.5,0,62,3787.0,1893.5,2510.93618,2,3
2016/7/28 15:17,A654946624677594597,2016,6,7,0,1,0,51.0,1,1.0,0.0,1,46,5700.7,154.072973,121.706734,5,3
2017/4/21 15:17,A114339196468251201,2015,2,3,1,1,1,808.0,3,0.6,0.4,0,62,7816.19,91.9551764,102.195686,4,4
2017/4/13 21:18,A348058847224277953,2017,7,23,1,1,1,-101.0,3,0.75,0.25,1,52,22443.34,229.013673,678.923762,3,3
2017/4/9 3:27,A192219277532944497,2017,4,24,1,1,0,-15.0,1,1.0,0.0,1,62,488.0,244.0,1.41421356,2,5
2017/3/10 16:40,A193012581783149125,2017,8,18,1,1,1,-161.0,2,0.33333333,0.66666666,0,64,1084.88,216.976,409.684661,1,3
2016/12/30 13:58,A723702483809386343,2016,9,14,1,1,1,107.0,2,0.5,0.5,1,37,406.3,58.0428571,27.1135794,1,3
2016/10/9 20:42,A920767307062296066,2016,8,20,0,1,1,50.0,1,1.0,0.0,1,26,114.9,57.45,16.3341666,3,3
