用户ID,认证间隔时间,银行卡数量,储蓄卡比例,信用卡比例,性别,年龄,订单总额,均值,标准差,预留不同电话数量,贷款次数,数据来源标识,审核标识
A504706335735795949,284.0,3,0.75,0.25,0.0,51,52468.15,664.153797,2224.19676,2.0,4,2,
A823096571379555079,512.0,4,0.2,0.8,1.0,61,74170.1,353.190952,904.504586,2.0,5,2,
A675077769995834595,843.0,2,0.0,1.0,0.0,53,4362.9,1090.725,1206.7492,2.0,4,2,
A365648989704629294,44.0,1,1.0,0.0,0.0,41,11575.0,3858.33333,1267.76982,4.0,5,2,
A978799968721971825,113.0,2,0.33333333,0.66666666,0.0,65,1041.0,520.5,676.701189,1.0,5,2,
A559966993370689128,365.0,2,0.0,1.0,0.0,48,50109.52,163.756601,434.468435,1.0,1,2,
A495794516568394256,85.0,1,0.0,1.0,0.0,49,20107.9,213.913829,405.120806,1.0,5,2,
A396891813910906974,2.0,1,1.0,0.0,0.0,57,267.1,133.55,62.8617928,2.0,5,2,
A114315002702053102,553.0,3,0.66666666,0.33333333,1.0,26,8158.57,815.857,739.02338,2.0,2,2,
A509824516882884135,286.0,1,1.0,0.0,1.0,62,293.0,58.6,16.9499262,3.0,2,2,
A718793046776577727,94.0,1,1.0,0.0,1.0,26,8186.1,327.444,1307.07817,1.0,1,2,
A633483040628462386,116.0,1,1.0,0.0,1.0,50,174.9,34.98,15.9922481,5.0,5,2,
A888382380060244725,177.0,3,0.33333333,0.66666666,1.0,47,6719.3,447.953333,501.881014,1.0,4,2,
A310714227071494767,135.0,3,0.33333333,0.66666666,1.0,47,17638.8,339.207692,857.777578,5.0,3,2,
A614519776793253661,16.0,4,0.25,0.75,1.0,41,10764.0,269.1,517.28778,1.0,1,2,
A838128768712140745,176.0,3,0.33333333,0.66666666,1.0,36,33.76,11.2533333,2.20547802,4.0,4,2,
A144017968987739447,141.0,2,0.5,0.5,1.0,58,14729.68,775.246315,1083.89494,2.0,5,2,
A708694118329567162,848.0,4,0.5,0.5,1.0,50,3721.82,372.182,855.343269,5.0,5,2,
A220872946941227304,-84.0,2,1.0,0.0,0.0,45,15155.0,1683.88888,1075.47099,5.0,5,2,
A522190126610503116,675.0,5,0.4,0.6,0.0,40,118277.4,2319.1647,5620.53495,1.0,5,2,
A822492465782370164,438.0,6,0.71428571,0.28571428,1.0,31,14976.34,998.422666,1378.20665,1.0,4,2,
A229447980296758347,286.0,1,0.5,0.5,0.0,29,6474.0,809.25,1903.93522,5.0,2,2,
A908208033957012937,134.0,4,0.75,0.25,1.0,58,167.48,20.935,24.474665,4.0,1,2,
A354334610265136582,-21.0,1,1.0,0.0,0.0,31,500.7,62.5875,35.3057436,1.0,1,2,
A422117524138398253,-136.0,1,1.0,0.0,1.0,37,64.7,21.5666666,2.88675134,2.0,5,2,
A904911927614557228,442.0,1,1.0,0.0,1.0,29,420.0,4.0,7.47560133,5.0,2,2,
A423991566306906832,-47.0,4,0.5,0.5,0.0,44,16239.75,331.423469,887.96559,4.0,5,2,
A248317855310030417,263.0,1,1.0,0.0,1.0,27,254.0,84.6666666,101.795546,5.0,4,2,
A686596711917661715,607.0,3,0.4,0.6,0.0,61,30255.7,382.983544,844.752112,2.0,4,2,
A474574300918345340,72.0,1,0.5,0.5,0.0,45,10163.32,327.849032,650.897983,5.0,3,2,
A440804388309744501,295.0,5,0.5,0.5,0.0,44,13515.4,2703.08,3509.73526,3.0,5,2,
A766771772422023495,-112.0,1,1.0,0.0,1.0,31,234.8,117.4,115.399826,1.0,3,2,
A378103367527960931,115.0,1,0.5,0.5,1.0,53,3306.0,472.285714,823.455061,4.0,5,2,
A901236456065956257,-104.0,1,0.5,0.5,1.0,57,6571.74,285.727826,562.843319,4.0,4,2,
A602288489583847770,183.0,3,0.33333333,0.66666666,0.0,51,1534.9,383.725,435.701544,1.0,4,2,
A944540330173062164,-8.0,3,0.0,1.0,0.0,36,3027.94,1009.31333,848.162186,4.0,3,2,
A197620138260211459,-100.0,4,0.5,0.5,0.0,55,21599.8,899.991666,1761.00647,1.0,1,2,
A705469968902834062,-147.0,5,0.42857142,0.57142857,1.0,57,17776.4,555.5125,863.615364,4.0,4,2,
A508934714752294186,441.0,1,0.5,0.5,1.0,45,72704.54,719.84693,1678.43384,4.0,5,2,
A140419518609489845,211.0,3,0.5,0.5,0.0,28,11923.9,794.926666,669.016737,1.0,1,2,
A101357243355606698,-145.0,1,1.0,0.0,0.0,34,896.0,224.0,50.0,4.0,5,2,
A898154237808287530,195.0,3,0.66666666,0.33333333,0.0,38,23475.0,2934.375,1730.95827,4.0,2,2,
A742944525401531200,740.0,5,0.33333333,0.66666666,0.0,65,81915.7,237.436811,807.603844,3.0,3,2,
A999820142810653424,191.0,2,0.5,0.5,0.0,28,14724.8,245.413333,856.852676,2.0,3,2,
A584513678957030908,92.0,3,0.25,0.75,1.0,41,4842.1,302.63125,685.477991,3.0,5,2,
A308622251045683796,552.0,2,1.0,0.0,0.0,63,122175.0,3132.6923,2237.87619,3.0,5,2,
A570749925540157629,279.0,4,0.75,0.25,0.0,40,5187.0,2593.5,3386.33437,2.0,3,2,
A802456055613350591,-70.0,1,1.0,0.0,0.0,48,3934.2,157.368,210.280207,5.0,3,2,
A177227059869758231,-90.0,1,1.0,0.0,1.0,37,1354.5,123.136363,188.42899,4.0,5,2,
A830897134380417343,-107.0,2,0.5,0.5,0.0,50,6681.6,159.085714,390.062563,1.0,3,2,
A626960402556524015,385.0,1,0.0,1.0,0.0,51,20885.74,1392.38266,2345.26661,2.0,5,2,
A983461101449555817,630.0,3,0.33333333,0.66666666,1.0,53,5709.22,178.413125,411.421406,1.0,1,2,
A561798887904603246,682.0,2,0.5,0.5,0.0,60,15049.24,169.092584,337.763539,2.0,1,2,
A223861687794571765,102.0,5,0.83333333,0.16666666,1.0,47,11599.2,1657.02857,1973.47536,3.0,1,2,
A478034872175963840,-230.0,2,0.5,0.5,1.0,35,6200.4,442.885714,1250.18137,3.0,2,2,
A316650477079217534,-90.0,1,1.0,0.0,0.0,48,1354.5,123.136363,188.42899,5.0,3,2,
A367355224844779884,1.0,4,0.16666666,0.83333333,0.0,32,7120.7,547.746153,1547.4476,2.0,4,2,
A716175985333708165,-104.0,2,0.75,0.25,1.0,64,3383.55,120.841071,104.078096,1.0,4,2,
A245364927232591393,403.0,3,0.5,0.5,1.0,60,18591.18,422.526818,886.861789,2.0,4,2,
A516154857707246055,144.0,2,0.66666666,0.33333333,1.0,46,187.0,93.5,7.77817459,1.0,2,2,
A496274646664160429,-36.0,2,1.0,0.0,0.0,50,595.0,99.1666666,69.2456978,4.0,2,2,
A716561959108715793,-77.0,1,1.0,0.0,0.0,34,79.84,26.6133333,5.76195568,5.0,4,2,
A503631420675640070,561.0,2,1.0,0.0,0.0,58,1699.15,89.4289473,183.054619,1.0,3,2,
A366789877065617568,472.0,4,0.25,0.75,0.0,57,14207.3,887.95625,1370.70129,1.0,5,2,
A725301561462088859,252.0,1,0.5,0.5,1.0,53,23132.01,321.277916,499.651911,3.0,5,2,
A949780050817504661,574.0,2,0.75,0.25,0.0,30,15122.6,270.046428,431.971763,4.0,5,2,
A584115771680357146,72.0,2,1.0,0.0,1.0,61,297.0,148.5,70.0035713,5.0,5,2,
A751507506583418366,8.0,4,0.2,0.8,1.0,63,37923.92,1648.86608,2088.17641,1.0,1,2,
A606467389475511065,-117.0,1,1.0,0.0,0.0,51,5973.0,331.833333,366.418476,4.0,4,2,
A362126429317939447,-12.0,2,1.0,0.0,1.0,35,5634.0,1408.5,1455.83435,1.0,5,2,
A658757817997666734,349.0,5,0.4,0.6,0.0,53,37298.3,226.050303,443.054861,1.0,3,2,
A975489408962018598,-75.0,2,0.5,0.5,1.0,27,19160.0,3193.33333,1370.12199,1.0,4,2,
A710311178521695079,275.0,2,1.0,0.0,0.0,62,7145.9,1786.475,3090.75343,4.0,1,2,
A522182870727709131,603.0,7,0.71428571,0.28571428,0.0,63,50966.46,164.94,517.333343,3.0,3,2,
A482833408128080291,-330.0,3,0.5,0.5,0.0,53,10680.9,2136.18,2728.8668,2.0,1,2,
A726949162485488975,338.0,2,0.5,0.5,1.0,30,292.0,97.3333333,75.5667475,1.0,5,2,
A386618890447846240,274.0,4,0.5,0.5,1.0,51,31221.1,867.252777,1780.81885,5.0,3,2,
A583247279651087837,532.0,2,0.5,0.5,1.0,32,2680.83,116.557826,80.754245,1.0,4,2,
A819577426643184964,-150.0,2,0.5,0.5,0.0,38,39.92,13.3066666,5.76195568,4.0,2,2,
A107941677553898147,333.0,2,0.5,0.5,0.0,61,1253.0,250.6,90.2374645,4.0,3,2,
A457308942374247581,38.0,1,1.0,0.0,1.0,46,793.4,132.233333,117.053315,1.0,1,2,
A601984798949239462,-159.0,4,0.5,0.5,0.0,61,36240.88,557.552,882.523984,1.0,3,2,
A510390407122027939,-35.0,1,1.0,0.0,1.0,56,1242.0,310.5,526.139081,1.0,5,2,
A206280713651325787,326.0,2,1.0,0.0,1.0,54,2496.0,832.0,1184.89113,1.0,4,2,
A329783678573258296,466.0,1,1.0,0.0,1.0,34,14676.3,978.42,1999.16641,5.0,5,2,
A684144285035961782,-98.0,1,1.0,0.0,0.0,43,4299.28,95.5395555,58.2200141,1.0,4,2,
A143035683979455460,-79.0,2,1.0,0.0,0.0,29,597.1,99.5166666,41.5129096,3.0,1,2,
A887632883205929607,-482.0,2,0.33333333,0.66666666,1.0,61,1159.0,144.875,54.5774351,5.0,2,2,
A519746932293305208,276.0,6,0.375,0.625,1.0,29,54027.93,593.713516,1682.95041,4.0,1,2,
A325027042204564249,176.0,1,0.0,1.0,1.0,35,7222.0,555.538461,593.464912,2.0,1,2,
A448508029872883566,46.0,2,1.0,0.0,1.0,59,18478.5,1231.9,1338.06235,1.0,4,2,
A770666327048038986,563.0,3,0.33333333,0.66666666,0.0,26,257.6,64.4,23.4451132,4.0,2,2,
A297906054592487204,-107.0,1,1.0,0.0,1.0,28,1538.0,256.333333,463.118847,2.0,5,2,
A664817672778410358,268.0,2,0.5,0.5,0.0,26,716.0,238.666666,226.462653,2.0,1,2,
A570503213574876072,550.0,3,0.5,0.5,1.0,35,7621.52,195.423589,856.027136,2.0,1,2,
A945390399332823265,78.0,1,1.0,0.0,0.0,27,72.7,24.2333333,15.4513214,2.0,1,2,
A828232897913836446,-96.0,3,0.66666666,0.33333333,0.0,37,9121.5,3040.5,3553.30223,2.0,4,2,
A399387151218798972,632.0,1,0.0,1.0,0.0,45,33251.75,563.588983,1719.44202,2.0,5,2,
A618828473291353381,-39.0,1,1.0,0.0,1.0,32,113.8,37.9333333,1.84752086,3.0,4,2,
A312748439495679269,135.0,3,0.33333333,0.66666666,0.0,57,17638.8,339.207692,857.777578,4.0,1,2,
A140054536957915358,414.0,3,0.6,0.4,1.0,43,5331.07,152.316285,338.021896,1.0,5,2,
A141858770792599857,240.0,4,0.25,0.75,0.0,61,11767.0,2941.75,2626.15185,1.0,2,2,
A795908424264215106,112.0,4,0.5,0.5,1.0,44,69.8,7.75555555,8.03649661,4.0,3,2,
A434704230424135948,308.0,3,0.0,1.0,1.0,65,726.8,66.0727272,87.9737243,4.0,1,2,
A845103510857638830,-220.0,1,1.0,0.0,1.0,27,601.0,100.166666,92.8599303,5.0,2,2,
A242175777277854397,740.0,5,0.33333333,0.66666666,0.0,43,81915.7,237.436811,807.603844,5.0,2,2,
A346628802419567676,139.0,2,0.5,0.5,1.0,58,792.0,132.0,112.296037,1.0,3,2,
A550024557310630055,844.0,1,0.0,1.0,0.0,37,134.0,67.0,16.9705627,5.0,1,2,
A834897971106596310,-178.0,1,1.0,0.0,0.0,25,3122.8,624.56,798.370661,1.0,5,2,
A230043586861564607,237.0,2,0.66666666,0.33333333,0.0,52,2266.5,377.75,795.26145,2.0,2,2,
A772384452015082203,-102.0,2,0.66666666,0.33333333,0.0,49,9418.84,856.258181,1134.33498,4.0,4,2,
A577014592626214681,140.0,2,1.0,0.0,1.0,51,367.2,22.95,6.02162768,3.0,5,2,
A854423908931521925,-43.0,7,0.1,0.9,0.0,52,1501.6,115.507692,71.1182168,2.0,3,2,
A785593411307493895,108.0,1,1.0,0.0,0.0,54,1975.0,658.333333,732.420871,2.0,5,2,
A977045335443891174,-34.0,1,1.0,0.0,0.0,49,13002.15,270.878125,467.74559,4.0,1,2,
A353322151309413903,272.0,3,0.66666666,0.33333333,1.0,51,30943.1,1473.48095,1824.69254,4.0,1,2,
A857458956599996340,199.0,1,1.0,0.0,1.0,27,84.9,42.45,4.87903679,3.0,1,2,
A537712280713861917,227.0,2,0.5,0.5,0.0,64,13880.15,555.206,1392.99179,5.0,4,2,
A331332736288742100,11.0,1,1.0,0.0,1.0,30,119.8,19.9666666,0.01632993,5.0,1,2,
A832734612217378076,79.0,1,1.0,0.0,0.0,38,110.0,55.0,0.0,1.0,2,2,
A443760052189533154,503.0,2,1.0,0.0,0.0,53,10351.51,124.716988,300.887744,4.0,5,2,
A656549189789327087,273.0,2,1.0,0.0,1.0,58,16832.04,400.762857,1133.2442,2.0,2,2,
A508355631965208760,69.0,1,1.0,0.0,0.0,31,409.16,102.29,107.080306,3.0,5,2,
A128320505449660720,65.0,3,0.33333333,0.66666666,1.0,53,466.26,38.855,33.9686747,2.0,2,2,
A383315936847501285,909.0,7,0.44444444,0.55555555,0.0,40,55490.67,237.139615,556.513693,4.0,3,2,
A464997546197333596,96.0,2,0.5,0.5,0.0,34,6574.9,313.090476,463.909066,4.0,3,2,
A404517606602985108,-93.0,5,0.6,0.4,1.0,49,11198.9,622.161111,1665.94684,5.0,4,2,
A486612245781356097,-330.0,6,0.66666666,0.33333333,0.0,64,7370.0,737.0,709.582036,3.0,2,2,
A748735949481688648,11.0,1,1.0,0.0,1.0,31,7629.3,162.325531,196.797125,3.0,4,2,
A119957769964878210,195.0,4,0.33333333,0.66666666,0.0,43,163.69,16.369,8.23804514,4.0,4,2,
A440467147742610576,880.0,8,0.2,0.8,1.0,63,17070.1,284.501666,690.430835,1.0,4,2,
A565318551914938484,-437.0,2,0.5,0.5,1.0,52,27225.7,1296.4619,1785.72403,4.0,2,2,
A509651292079862606,16.0,4,0.25,0.75,0.0,32,10764.0,269.1,517.28778,4.0,2,2,
A460385213952501789,94.0,1,1.0,0.0,0.0,41,8186.1,327.444,1307.07817,3.0,2,2,
A876542131557359171,-91.0,2,0.66666666,0.33333333,0.0,34,19724.9,386.762745,992.375976,5.0,4,2,
A681004912929867156,299.0,3,0.66666666,0.33333333,0.0,55,12344.28,352.693714,739.700584,5.0,4,2,
A979315403414132097,339.0,3,0.4,0.6,0.0,39,19327.45,244.651265,657.731733,2.0,5,2,
A184607880789297777,498.0,2,0.5,0.5,0.0,48,5860.73,279.082381,385.878597,2.0,3,2,
A583381813932275058,328.0,4,0.57142857,0.42857142,1.0,30,34500.87,280.494878,471.160745,1.0,1,2,
A517060645846778831,-107.0,1,1.0,0.0,1.0,55,1538.0,256.333333,463.118847,4.0,3,2,
A741049095996540703,732.0,3,0.4,0.6,1.0,60,8856.24,177.1248,731.153671,1.0,3,2,
A130129365983211554,439.0,2,0.5,0.5,1.0,41,66064.89,606.099908,1415.32898,2.0,1,2,
A996373649828712594,259.0,1,1.0,0.0,0.0,30,1611.0,76.7142857,344.454371,4.0,5,2,
A736687355543417361,40.0,4,0.4,0.6,0.0,39,1891.3,315.216666,169.484281,1.0,4,2,
A833931748320031290,693.0,3,0.5,0.5,0.0,54,29880.08,335.731236,887.266474,3.0,1,2,
A734650876033152562,644.0,6,0.25,0.75,1.0,59,18212.85,239.642763,449.092271,3.0,5,2,
A989538910256092401,-98.0,1,1.0,0.0,1.0,52,210.36,52.59,28.5851313,1.0,1,2,
A404493556900766220,-91.0,3,0.75,0.25,0.0,43,28055.2,850.157575,1761.91036,3.0,5,2,
A605035146576141977,35.0,1,1.0,0.0,1.0,33,792.8,88.0888888,59.6728884,2.0,5,2,
A998106396911922378,67.0,1,1.0,0.0,0.0,39,173.8,57.9333333,9.90471268,2.0,2,2,
A657018584165237197,197.0,3,0.5,0.5,0.0,57,2221.9,96.6043478,129.136786,1.0,2,2,
A467406798396802184,532.0,2,0.5,0.5,0.0,28,24723.3,475.448076,1314.93361,5.0,4,2,
A255861970668387686,365.0,2,0.0,1.0,1.0,58,50109.52,163.756601,434.468435,1.0,4,2,
A679550727208051396,0.0,4,0.75,0.25,1.0,44,14804.4,400.118918,1051.08832,5.0,3,2,
A862280981436191484,-153.0,1,0.5,0.5,1.0,29,625.0,208.333333,155.307222,2.0,5,2,
A362359729184469031,619.0,1,1.0,0.0,0.0,26,8666.5,154.758928,221.818231,1.0,4,2,
A861932044791565403,-86.0,3,1.0,0.0,0.0,49,5866.76,533.341818,1120.53409,2.0,4,2,
A670315075272631494,127.0,2,1.0,0.0,0.0,58,3314.3,301.3,839.383173,5.0,5,2,
A268865126729062957,199.0,3,0.33333333,0.66666666,1.0,42,2261.0,565.25,551.59851,4.0,1,2,
A486970066981097724,990.0,8,0.2,0.8,1.0,44,106806.5,531.375621,1382.44189,5.0,5,2,
A574018289965442623,224.0,4,0.5,0.5,1.0,55,6044.4,183.163636,388.005603,1.0,3,2,
A355624735395556108,-94.0,3,1.0,0.0,0.0,62,748.8,249.6,218.243625,4.0,2,2,
A136439325365590634,148.0,3,0.25,0.75,1.0,35,11969.5,460.365384,684.212377,5.0,1,2,
A240677580280456800,233.0,1,1.0,0.0,1.0,57,2514.3,114.286363,94.8935759,4.0,5,2,
A925816748545296422,324.0,3,0.66666666,0.33333333,0.0,47,15926.5,234.213235,439.844758,4.0,3,2,
A292845272783123856,-96.0,1,0.5,0.5,0.0,62,856.0,214.0,156.737572,5.0,3,2,
A255399928052027778,205.0,3,0.66666666,0.33333333,1.0,32,8598.5,4299.25,0.35355339,1.0,2,2,
A320863993054429011,360.0,3,1.0,0.0,0.0,38,8966.9,2988.96666,2826.70389,3.0,3,2,
A895907104749658316,231.0,2,0.5,0.5,0.0,37,22175.72,144.939346,519.653286,1.0,5,2,
A352232146197679657,358.0,4,0.5,0.5,1.0,62,33449.97,288.36181,688.987824,2.0,4,2,
A143758132705093101,11.0,1,1.0,0.0,0.0,32,7629.3,162.325531,196.797125,1.0,1,2,
A177011429167587926,348.0,4,0.4,0.6,0.0,61,2528.0,180.571428,504.877702,2.0,5,2,
A113243287615714416,285.0,3,0.66666666,0.33333333,0.0,29,60068.9,1580.76052,2184.56985,2.0,2,2,
A849277203414552484,169.0,1,1.0,0.0,1.0,51,2783.0,695.75,619.858787,3.0,1,2,
A141540000335527699,25.0,1,1.0,0.0,1.0,55,221.8,55.45,39.413238,2.0,4,2,
A512906269827931969,814.0,6,0.18181818,0.81818181,1.0,51,61131.78,242.586428,440.902687,2.0,2,2,
A870389183650941286,-14.0,1,1.0,0.0,0.0,52,567.0,94.5,55.9383589,3.0,3,2,
A366735050346455770,236.0,1,1.0,0.0,0.0,30,2772.8,277.28,230.234242,3.0,2,2,
A339981538441750385,45.0,2,1.0,0.0,1.0,64,1551.0,172.333333,130.740994,1.0,3,2,
A668306607006312767,-53.0,2,0.66666666,0.33333333,0.0,55,249.6,35.6571428,11.6820171,3.0,4,2,
A864509133420207307,-197.0,2,0.5,0.5,0.0,30,3342.4,278.533333,451.033353,4.0,5,2,
A615654691997324736,626.0,5,0.6,0.4,0.0,33,56428.83,613.356847,1135.70661,2.0,3,2,
A805165070602672457,589.0,3,0.75,0.25,0.0,58,24667.93,304.542345,694.708328,3.0,5,2,
A210304093052020688,-220.0,2,1.0,0.0,1.0,62,533.0,133.25,112.307242,1.0,4,2,
A613323925077155275,584.0,1,1.0,0.0,1.0,51,15833.0,879.611111,1683.49779,1.0,1,2,
A562671100426473130,-25.0,1,1.0,0.0,1.0,58,293.0,146.5,26.1629509,3.0,3,2,
A181974165035217961,-86.0,3,0.66666666,0.33333333,0.0,58,18808.2,264.904225,690.166243,4.0,4,2,
A386076280647216701,338.0,2,0.5,0.5,0.0,33,292.0,97.3333333,75.5667475,5.0,3,2,
A786840650230735548,532.0,2,0.5,0.5,0.0,43,2680.83,116.557826,80.754245,4.0,3,2,
A105009891132929031,144.0,2,0.66666666,0.33333333,0.0,61,4035.82,168.159166,114.506028,4.0,4,2,
A667224288251519796,814.0,6,0.18181818,0.81818181,1.0,46,61131.78,242.586428,440.902687,3.0,1,2,
A449533571291858781,-313.0,5,0.4,0.6,0.0,28,41038.2,594.756521,1007.44073,4.0,5,2,
A541013603531637975,0.0,1,1.0,0.0,1.0,45,468.0,156.0,22.5166605,5.0,1,2,
A978948013263213146,469.0,7,0.5,0.5,1.0,29,9656.59,144.128209,339.992493,2.0,3,2,
A522440701323977024,278.0,1,1.0,0.0,1.0,27,4183.0,380.272727,688.131541,2.0,4,2,
A580046057033311178,490.0,4,0.5,0.5,0.0,49,17027.94,340.5588,574.048983,1.0,2,2,
A235305328704443011,202.0,3,0.75,0.25,0.0,65,135.84,22.64,19.7230504,3.0,1,2,
A212573691059048325,310.0,1,1.0,0.0,0.0,60,16481.2,969.482352,1488.51523,3.0,1,2,
A505875344611438578,102.0,3,0.33333333,0.66666666,0.0,32,3350.0,670.0,105.742612,4.0,1,2,
A561257222839272013,-60.0,5,0.33333333,0.66666666,0.0,29,29478.11,517.159824,1080.58896,2.0,2,2,
A742043029606495186,358.0,4,0.5,0.5,0.0,42,33449.97,288.36181,688.987824,3.0,5,2,
A494448741782164061,742.0,2,1.0,0.0,0.0,37,13481.67,748.981666,1396.1867,3.0,2,2,
A465255214367820861,123.0,3,1.0,0.0,1.0,45,12056.85,169.814788,290.436842,3.0,4,2,
A428108479177372861,11.0,1,1.0,0.0,0.0,54,379.9,94.975,67.3592545,1.0,1,2,
A996007648138100169,196.0,4,0.75,0.25,1.0,58,504.0,168.0,0.0,4.0,3,2,
A166553831815134989,-185.0,1,1.0,0.0,1.0,48,1813.6,226.7,238.943436,4.0,1,2,
A733389009667422220,736.0,3,0.33333333,0.66666666,0.0,31,3994.2,665.7,795.873562,2.0,3,2,
A337044185805909522,64.0,1,1.0,0.0,0.0,59,43502.19,179.021358,253.16608,3.0,2,2,
A762924107143409407,157.0,2,0.66666666,0.33333333,1.0,46,281.2,35.15,30.7925719,4.0,2,2,
A205553807924465032,335.0,5,0.5,0.5,0.0,38,22069.32,232.308631,477.474288,3.0,4,2,
A820481754243959764,213.0,2,0.5,0.5,0.0,63,816.0,102.0,62.4454047,5.0,2,2,
A207154775035551448,238.0,3,1.0,0.0,1.0,64,44128.9,450.294898,1205.93123,1.0,1,2,
A881362745464866228,346.0,2,1.0,0.0,1.0,42,11930.0,1325.55555,1903.84066,2.0,4,2,
A187250696619211438,223.0,3,0.33333333,0.66666666,1.0,30,13202.1,191.334782,320.233574,1.0,5,2,
A158629643842472580,-16.0,4,0.6,0.4,1.0,62,13280.72,781.218823,1728.07181,3.0,4,2,
A298628554363317421,36.0,2,1.0,0.0,1.0,63,35432.25,472.43,1064.17041,2.0,2,2,
A122123464267478559,-50.0,3,0.33333333,0.66666666,0.0,64,177.0,88.5,41.7193,3.0,5,2,
A751680433489521212,760.0,6,0.25,0.75,1.0,32,11758.6,452.253846,1246.31994,2.0,4,2,
A182816709019482240,344.0,3,0.33333333,0.66666666,0.0,59,2725.6,681.4,878.924024,3.0,5,2,
A906457716218279652,-126.0,2,0.5,0.5,1.0,36,11528.3,720.51875,1071.04251,5.0,4,2,
A946795712184822622,-98.0,1,1.0,0.0,0.0,40,4299.28,95.5395555,58.2200141,4.0,4,2,
A636105339464993854,-100.0,8,0.36363636,0.63636363,1.0,63,20151.45,366.39,1048.67592,3.0,3,2,
A559073659439362098,415.0,2,0.33333333,0.66666666,0.0,64,14491.9,2898.38,2543.83062,4.0,1,2,
A771934907722366965,42.0,1,1.0,0.0,0.0,65,1751.7,70.068,46.4488582,3.0,1,2,
A989224474133770533,-89.0,3,1.0,0.0,1.0,58,7633.0,1272.16666,1173.19059,1.0,1,2,
A139256800412260226,186.0,2,0.5,0.5,1.0,64,34718.0,2042.23529,2494.30678,3.0,2,2,
A891412688945214322,-194.0,4,0.25,0.75,0.0,58,9452.9,171.870909,333.774713,4.0,4,2,
A602173788484294243,247.0,2,1.0,0.0,1.0,62,2361.9,590.475,940.744582,2.0,4,2,
A680538351861336562,84.0,1,1.0,0.0,1.0,39,38.0,19.0,0.0,4.0,5,2,
A489330031457980732,188.0,2,1.0,0.0,1.0,58,10130.25,206.739795,629.572677,5.0,3,2,
A657589715476994885,32.0,2,0.5,0.5,0.0,51,4981.9,1660.63333,2790.65143,4.0,3,2,
A754643322823412601,92.0,1,1.0,0.0,1.0,61,4268.8,474.311111,1298.93167,1.0,2,2,
A151264613800457228,986.0,2,0.5,0.5,1.0,26,32202.34,272.901186,826.88,5.0,5,2,
A730080974472394961,-199.0,7,0.5,0.5,0.0,55,39475.62,443.546292,936.943412,2.0,1,2,
A907544954174701997,468.0,2,1.0,0.0,1.0,31,30133.4,271.472072,647.088852,4.0,3,2,
A552142928357186780,-125.0,6,0.375,0.625,1.0,41,35643.28,1549.70782,2365.44341,4.0,4,2,
A385254118497633409,-88.0,1,1.0,0.0,0.0,27,937.5,62.5,92.158311,2.0,1,2,
A214952332523108345,-90.0,1,1.0,0.0,1.0,34,48.8,24.4,6.50538238,2.0,5,2,
A351531529015176771,257.0,3,0.33333333,0.66666666,0.0,46,2676.7,669.175,1219.78718,2.0,2,2,
A592660336275625934,283.0,1,1.0,0.0,0.0,40,2332.3,259.144444,363.780995,5.0,1,2,
A939041458075574152,-39.0,1,1.0,0.0,1.0,31,204.5,102.25,9.54594154,3.0,2,2,
A404456067157100150,632.0,1,0.0,1.0,1.0,45,33251.75,563.588983,1719.44202,5.0,3,2,
A937257407806514243,-123.0,4,0.4,0.6,1.0,58,29439.94,414.647042,979.233929,3.0,2,2,
A260055789069001059,102.0,5,0.83333333,0.16666666,1.0,44,11599.2,1657.02857,1973.47536,1.0,4,2,
A827775343006627068,-89.0,1,1.0,0.0,1.0,46,193.8,64.6,34.4278956,4.0,5,2,
A646174972629073302,-95.0,4,0.6,0.4,0.0,36,6429.68,428.645333,317.238364,1.0,5,2,
A140053872378090498,444.0,3,0.33333333,0.66666666,1.0,45,7423.2,1237.2,2497.19792,4.0,5,2,
A607669524881517583,158.0,2,1.0,0.0,1.0,63,1823.41,130.243571,67.8282613,2.0,4,2,
A565338311352382107,510.0,3,0.75,0.25,0.0,47,13937.65,290.367708,440.063187,2.0,1,2,
A678317685735427419,168.0,2,1.0,0.0,1.0,43,198.8,66.2666666,29.0407185,2.0,1,2,
A317286484875343161,448.0,1,1.0,0.0,0.0,31,6336.5,396.03125,1411.48655,1.0,4,2,
A856568705201568954,312.0,5,0.5,0.5,0.0,28,12214.5,421.189655,922.950977,3.0,2,2,
A916953303380855504,-27.0,1,0.0,1.0,0.0,28,1320.6,188.657142,176.739043,4.0,5,2,
A322076096382197014,21.0,3,0.75,0.25,0.0,48,71.8,35.9,12.727922,2.0,2,2,
A601047854361896212,-26.0,1,1.0,0.0,1.0,38,2427.34,110.333636,109.657798,2.0,5,2,
A220363754105562887,-147.0,2,1.0,0.0,0.0,56,4648.0,422.545454,733.920899,2.0,1,2,
A222252683716467667,189.0,6,0.57142857,0.42857142,1.0,42,26837.6,536.752,1298.90835,4.0,4,2,
A484336257863371800,-32.0,2,1.0,0.0,0.0,35,4728.0,675.428571,1116.58972,2.0,2,2,
A749859363417139800,82.0,4,0.75,0.25,1.0,46,12216.9,2443.38,3253.03268,2.0,1,2,
A377128429403985482,-29.0,2,0.5,0.5,1.0,47,65.9,16.475,14.2366604,2.0,5,2,
A351365968876843620,292.0,1,0.5,0.5,0.0,40,720.3,90.0375,33.8941182,1.0,3,2,
